source,year,abstract,label
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Untuk mendukung kemajuan dan perkembangan kepegawaian tersebut, peningkatan kinerja kerja tidak terlepas dari sarana dan sarana, salah satunya adalah dukungan teknologi dan sistem informasi yang sesuai dengan kebutuhan, dengan menggunakan metodologi berorientasi objek dengan alat bantu UML (Unified Modelling Learning), pengamatan langsung dan wawancara dengan pihak yang berkepentingan, untuk membuat aplikasi Sistem Informasi Kepegawaian pada Kantor CV. , yang akan menghasilkan sesuatu yang berbeda atau lebih baik. kinerja kerja, serta pengolahan data yang lebih baik, tepat waktu dan akurat. pendekatan yang relevansi yang lebih efisien dan kemajuan dan kemajuan. Peningkatan kinerja kerja yang lebih efektif, dan peningkatan kinerja karyawan, dan efisiensi dan peningkatan kerja yang diperlukan. daya sa yang sesuai kebutuhan, dan fasilitas yang sesuai. Pendekatan berorientasi objek yang tepat.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Diperlukan suatu sistem yang dapat memproses masukan berupa kondisi fisik, aksesoris, minat pasar, dan harga beli baru dari sepeda motor menjadi keluaran berupa harga jual sepeda motor bekas yang lebih akurat sesuai dengan kondisi sepeda motor yang akan dijual, dengan menggunakan sistem penentuan harga jual tersebut diharapkan dapat memudahkan pihak dealer sepeda motor dalam menentukan harga jualnya dengan lebih tepat sesuai dengan keadaan sepeda motor tersebut, dan juga harga jual dipasaran. (fis) Mamdani, Harga Jual, Motor Bekas (Fis), dll. ), ( ) (f) , untuk , , dan sebagai berikut , yang relevansi , harga jual, dll , motor bekas (harga) ) - harga jual bekas , dll) yang lebih baik , yaitu , dimana , sehingga , bahwa , pada saat ini, yang lebih tepat, yang bersangkutan).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(Teks dengan relevansi EEA), ketela pohon, enzym alfa amylase, enzym gluco amyllase, NPK, urea, dan ragi (yeast), lama fermentasi berpengaruh terhadap kadar etanol, produksi etanol dari hasil destilasi dengan menggunakan metode pengujian langsung dan pengumpulan data kadar etanol hasil distilasi cairan fermentasi 3, 5 dan 7 hari yang menghasilkan kadar etanol tertinggi, yaitu: 92% etanol. Dengan komposisi fermentasi: Ketela Pohon, Lama Fermentasi, Waktu Fermentasi - Durasi (t) Kata Kunci : , waktu , dan Metode yang relevansi , , untuk (d) s , pada tanaman, a, ragi 15 gram, 15 gram ragi, 15g (b) , sebagai berikut (e).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Ini adalah aplikasi yang berjalan pada platform Android dan dibangun pada program Unity, di mana aplikasi ini adalah video streaming yang diambil dari kamera smartphone Android sebagai pendeteksi sumber masukan, kemudian aplikasi ini akan mendeteksi dan melacak marker dari setiap produk yang telah dikonfigurasi dan diintegrasikan pada link resmi Vuforia dengan menggunakan sistem tracking, sehingga model 3D produk djarum seolah-olah akan muncul pada maeker tersebut. - Model 3D Produk PT. Djarum, seperti yang terlihat pada gambar di bawah ini: 1.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"augmented reality untuk mobile guide Museum Sangiran menggunakan metode waterfall, yaitu tahap analisis, desain, desain dan script, dan pengujian dilakukan melalui survey kuisioner. Analisis pengujian aplikasi terhadap daya tarik pengunjung dilakukan berdasarkan kuesioner dengan skala butir pertanyaan menggunakan skala Likert dengan skala 6. Hasil analisis menunjukkan bahwa semua butir pertanyaan dinyatakan valid dan reliabel. Tanggapan responden terhadap aplikasi tersebut adalah setuju-sangat setuju, yang diwujudkan dalam 5 aspek, yaitu ketertarikan terhadap aplikasi 93%, kemudahan mendapatkan informasi 97%, interaktifitas aplikasi 94%, dan inovasi aplikasi 97% (97%) (5).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"( 1 ) Penelitian ini dilatar belakangi oleh proses peramalan produksi air minum kemasan yang masih manual, tujuan dari penelitian ini adalah untuk merancang sistem pendukung keputusan untuk meramalkan penjualan Air minum kemasan, metode Trend Moment ini digunakan untuk mengatasi masalah yaitu peramalan Produksi Air Minum Kemasan, sistem ini dapat mempermudah pihak manajer dalam pengambilan keputusan tentang perkiraan produksi, sehingga proses produksi Air minum Kemasan dapat dilaksanakan dengan efisien dan lebih efektif. - Sistem Pendukung Keputusan: Web, Trend moment, PHP, Mysql. sakan oleh karena itu sebagai berikut , yang relevansi.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Ini adalah sekolah menengah kejuruan yang terletak di Kabupaten Kudus, guru pada Mambaul Falah masih menggunakan metode pembelajaran tradisional atau konvensional dalam melaksanakan proses belajar mengajar, karena tingkat fleksibilitas, skalabilitas, dan fungsionalitasnya yang memudahkan kegiatan belajar mengajar dapat dilakukan di mana saja dan kapan saja. Oleh karena itu, sistem pembelajaran berbasis online (e-learning) telah dirancang untuk digunakan oleh dua aktor, yaitu siswa dan guru. ( 1 ) , dan sebagai akibatnya, perlu ada peningkatan metode komunikasi dan interaksi. ` ( e-) ( 2 ( ), dan guru, (). ` _ ` pendekatan pembelajaran.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(DCT), deteksi tepi, euclidean distances, grayscale, hylocereus costaricensis (buah naga merah), seringkali ketika membeli buah tersebut daging buah naga terasa sangat lunak dan hambar, padahal pada buah naga tersebut mengandung rasa manis, asam dan segar. Hasil dari penelitian ini adalah citra buah naga merah mampu diidentifikasi dengan metode DCT dan Euclideans Distance (DCT). ), yang dipengaruhi oleh banyaknya jumlah data pelatihan yang digunakan. (dct) (c) ) - (C) s , dan (p) , ( ) ` scale, dan putih) / (P) nya).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(SLR) adalah sebuah teknik untuk mentransformasi struktur internal perangkat lunak tanpa mengubah fungsionalitas perangkat lunak itu sendiri, refactoring termasuk dalam bentuk evolusi perangkat lunak, di mana teknik yang memiliki tingkat komputasi yang tinggi seperti clustering, searching, dan analisis regresi dapat digunakan untuk mendeteksi masalah refactoring pada tingkat non-source code, dengan menggunakan teknik lain seperti NLP dan teknik similaritas. Kata kunci: Refractoring, Non-Source Code Retrieval dan Analisis Regresi. (T) ( ) s - dari nya.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Di Toko Karya Indah, kegiatan yang berkaitan dengan inventori barang masih dilakukan secara manual sehingga pihak toko kesulitan untuk mengetahui data barang yang masih tersedia, habis, atau hampir habis, selain itu proses yang dilakukan membutuhkan waktu yang relatif lama. Kata kunci: Sistem Inventori Barang, PHP dan database MySQL dilengkapi dengan teknologi AJAX (Asynchronous JavaScript and XML). , khususnya aJax validasi dan validasi.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Di daerah tropis, kacang hijau adalah sejenis tanaman budidaya dan palawija yang dikenal luas, sebagai bahan makanan, proses pengupasan kulit ari yang dilakukan secara manual memerlukan rancangan mesin pengupas kulit ari kacang hijau, dengan diameter roller 110 mm dan poros 25 mm, daya motor 0,25 HP, dengan putaran 175, 262 dan 131 RPM, sehingga dapat menghasilkan mesin pengering kulit ari dengan kapasitas 50 kg/jam. ( 1 ) OJ L 127, 7. 2006, serta sabuk, dan 13 1 ( ) ( 2).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Di bidang aplikasi, analisis pola aliran stratified menggunakan metode analisis statistik dengan fluktuasi tekanan sangat penting untuk diterapkan pada industri karena tidak ada persyaratan untuk bahan pipa, khususnya di mana sensor tekanan akan dipasang, visualisasi sub-sub pola aliran yang diamati masih cukup sulit jika hanya dengan kehadiran fluktuasi beda tekanan saja. - Hasil penelitian menunjukkan bahwa visualisasi Sub-sub Pola Aliran Stratified yang diamati belum sepenuhnya terdeteksi dengan menggunakan metode konduktansi. (Teks dengan relevansi EEA), dan tidak ada batasan untuk pengukuran tekanan diferensial, tetapi juga akan menghapus segala keterbatasan dalam studi ini (D), (d) ( D ) strated strati (S). strata) , dan karakteristik khusus (F) s - pola aliran, dan (C).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(DTW) adalah algoritma pencocokan pola (template match) untuk mengukur kemiripan dua data sekuensial (time series) temporal yang berbeda waktu dan kecepatan secara luas digunakan dalam penelitian ini, dengan rincian untuk masing-masing kelas adalah 3 data sebagai template dan 15 data sebagai testing. Hasil pengujian menunjukkan bahwa tingkat pengenalan atau ketepatan waktu adalah 89,73%. Waktu rata-rata yang dibutuhkan adalah 654. 59 milidetik untuk proses pengenalan satu data testing dengan menggunakan template sebanyak 3 data per kelas atau total 150 data.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Di bidang HKI (Hak Kekayaan Intelektual), khususnya merek dan desain industri, pendekatan yang digunakan untuk mengembangkan sistem dalam penelitian ini adalah model prototype, metode pengembangan sistem yang digunakan adalah OOD (Object Oriented Development) dengan tool UML (Unified Modelling Linguistik), hasil penelitian berupa aplikasi Sistem Informasi Geografis berbasis Web (WWW), yang merupakan langkah awal untuk memberikan bimbingan kepada usaha kecil dan menengah (UKM), untuk memastikan bahwa hal-hal tersebut juga dilindungi hukum. (HKI) ( HKI), dan Desain Industri, sebagai langkah-desain industri, yang berkaitan dengan tujuan untuk kepentingan industri.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"query-tree sangat membantu untuk mengoptimalkan penggunaan sintaks bahasa SQL yang berbeda dalam masalah yang sama, jika aturan penggunaan seleksi kemudian proyeksi didahulukan daripada penggabungan menggunakan Join atau Cartesian product terlebih dahulu, hal ini bertujuan untuk mengurangi pemuatan baris dan kolom data yang berlebihan. Ditinjau dari kecepatan komputasi untuk operasi himpunan yang melibatkan lebih dari satu tabel, penggunaan sintaks yang optimal dapat dianalisa menggunakan teknik Query Tree untuk mendapatkan hal utama dalam pemrosesan basis data, yaitu kecepatan komputasi dan ketepatan yang lebih besar dari penjumlahan data yang berlebih. tree digunakan dalam kasus yang lebih baik yang lebih lanjut produk yang lebih banyak data yang sama - kasus yang sama.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(SMS Gateway) adalah teknologi yang telah banyak digunakan untuk memfasilitasi transmisi dan penyebaran informasi dengan cepat dan mudah, serta untuk media penyampaian kritik, keluhan, sehingga pemerintah desa menerima dan menindaklanjuti informasi yang bersifat tiba-tiba dan harus sampai atau segera diketahui oleh masyarakat desa. pengembangan sistem menggunakan metode prototyping. Skema Layanan Informasi Desa (SiLISA) yang dihasilkan dapat digunakan oleh seluruh perangkat desa, organisasi desa, serta komunitas yang ada di desa, dan juga dapat digunakan untuk melakukan proses polling terkait kegiatan tertentu, menggunakan SMS. , dll (MS) (M) ) s () ` `, `. , dan - ( ) / layanan informasi komunikasi dari masyarakat desa) , dan segera.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,"(PT HIJ) adalah perusahaan yang bergerak di bidang percetakan yang terutama menyediakan layanan percetakan, sangat erat dengan masalah Sumber Daya Manusia yang terus beroperasi sesuai dengan kriteria, sub-kriteria dan alternatif yang dipih oleh responden, sehingga dapat menghasilkan model yang dapat mendukung pengambilan keputusan dalam hal menentukan mana KMS yang tepat di perusahaan yang obyektif untuk memenuhi tantangan dunia bisnis saat ini, yang akan memerlukan pemodelan pengambilan keputusan untuk memberikan pengetahuan kepada staf baru di perusahaan untuk membantu mereka bekerja dengan cepat dan tepat. , dan untuk memastikan bahwa mereka dapat bekerja dengan akurat. Keputusan Strategis ini akan memungkinkan untuk membuat keputusan yang relevansimetricr untuk melakukan pekerjaan yang tepat untuk tujuan untuk mengubah posisi yang penting untuk membuat posisi yang relevan. pendekatan yang diperlukan untuk tujuan dari sudut pandang yang relevan untuk tujuan yang relevan yang dipilih oleh para responden , untuk membentuk posisi yang tepat posisi yang sesuai dengan cara yang tepat. Posisi yang tepat, yang tepat waktu yang tepat - posisi yang lebih relevansi yang relevan pada posisi.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,"Ditinjau dari indentitas responden pada penelitian, responden yang memiliki jumlah lebih banyak adalah siswa kelas X1I (63. 6%), jenis kelamin perempuan (77. 3%), yang merupakan gabungan dari siswa kelas XI dan XII. Penilaian disini menggunakan model TAM, Dropbox, Moderasi, Gender/Sex, Level/Class, Cloud Computing (cloud storage), dengan tingkat penerimaan yang signifikan, dan tingkat penerimaan teknologi yang signifikan. (Teknologi Informasi ) ( TAMOS 18) s , - X1 X X X Xl xl ( ), masing-kelas X1) , dan XII , , X , dll , dengan 1 2 x) `` `.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,"(2) Pengelolaan dana masjid, keuangan, yayasan, informasi, laporan, sistem, masih manual, sehingga organisasi yang ada di Masjid dapat menggunakan sistem yang terkomputerisasi, karena mereka memiliki fitur yang dapat mengelolah data penerimaan dan pengeluaran dengan baik, sehingga Yayasan dapat mengetahui informasi penerimaan atau pengeluaran dana yang lebih rinci dan efesien, dan lain-lain. , dengan kemajuan teknologi saat ini, untuk memberikan informasi yang akurat dan cepat dalam memberikan Informasi yang dibutuhkan. dana yang masuk dan keluar, dengan demikian memudahkan organisasi untuk melakukannya, dan sebagainya, dengan cara ini sangat penting untuk setiap organisasi yang akan menjadi lebih efisien, dana, oleh karena kurangnya informasi yang tidak dapat membuat laporan yang lebih mudah, dan seterusnya, dan , sebagai berikut , dll , untuk tujuan untuk tujuan. - sistem yang diperlukan untuk melakukan pengelolaan dana. dari mereka sendiri, dan pengeluaran yang lebih baik, dan biaya yang diperlukan.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,"`` Tujuan utama dari optimasi desain ini adalah untuk meningkatkan kualitas mesin bubut yang akan dibuat dengan tetap menggunakan material Graycast iron (FC25) serta mengurangi jumlah material yang dibutuhkan dalam pembuatan bed bubut CNC, tetapi menghasilkan desain dengan defleksi terkecil dan gambar desain manufaktur untuk membantu proses milling pada tahap bembuatan bed CNC tersebut. Kata kunci: bed, defleksi, frekuensi, desain manufaktur. , desain produksi, desain konstruksi. (CNC ), desain yang optimal, desain desain manufaktur , hasil akhir dari desain yang efisien , dan tidak berlebihan.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,"Untuk tujuan kegiatan pengiriman barang, studi ini bertujuan untuk mengetahui bagaimana sistem yang digunakan untuk memproses data di perusahaan jasa transportasi serta untuk meminimalkan kendala yang dihadapi dalam pelaksanaan pengiriman barang dan jasa, aplikasi web yang dibuat menyediakan informasi mengenai perjalanan barang dari satu daerah ke daerah lain, memuat berbagai informasi pengiriman terkini, memuat profile, dan memberikan informasi lebih lanjut yang berguna bagi pelanggan. , dan barang yang dikirimkan dapat sampai di tempat tujuan sesuai dengan rencana awal pengiriman. Kata kunci: Sistem Informasi, Jasa Pengiriman Barang, Web. ` (Da) (Ob) untuk tujuan pengiriman barang yang bersangkutan (transfer) inventarisasi.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2016,"(5) Penelitian ini mengembangkan aplikasi berbasis android untuk menentukan rute kunjungan sekolah terpendek, menggunakan metode heuristik yang efisien dan efektif, yang dikombinasikan dengan Google Maps Application Programming Interface (API) untuk menampilkan rute kunjungan, sehingga waktu kunjungan menjadi efisien dan efisien, dan biaya pengeluaran bahan bakar yang cukup boros, untuk menyelesaikan masalah ini. Tim promosi Universitas Muria Kudus (UMK) melakukan kunjungan promosi ke sekolah menengah atas, dengan tujuan untuk memastikan waktu kunjungan yang efektif dan efisien. Waktu kunjungan menjadi lebih efisien, waktu kunjungan lebih efisien dan biaya yang lebih efisien waktu kunjungan, dan menghemat waktu kunjungan untuk tujuan kunjungan yang tepat waktu kunjungan sekolah yang lebih mudah, dan waktu kunjungan di sekolah pendek sekolah yang efektif sekolah yang efisien sekolah yang relevansi sekolah, untuk tujuan untuk tujuan yang efisien - rute.",ai
